0.847534,0.522184,0.090909,0.913192,0,0.139774,0.83591,0,0.127515,0.960218,0.167892,0.384366
0.651719,0.800341,0.181818,0.786896,1,0.237371,0.329246,0,0.125755,0.826097,0.111456,0.35688
0.600897,0.750853,0.181818,0.739576,1,0.35998,0.300459,0,0.17505,0.863605,0.823537,0.353352
0.536622,0.493174,1,0.517648,0,0.020844,0.071309,0.000069,0.305835,0.408957,0.224297,0.460011
0.524664,0.549488,0.636364,0.791749,1,0.033104,0.079081,0,0.31338,0.823824,0.047322,0.693131
0.96562,0.452218,0.090909,0.509596,0,0.160863,0,0.000097,0.138833,0.356672,0.600763,0.065329
0.571001,0.319113,0,0.536731,1,0.116233,0.170914,0,0.110664,0.487383,0.199859,0.311617
0.699552,0.721843,0.545455,0.70803,1,0.244728,0.041801,0.048095,0.15493,0.735167,0.183976,0.385429
0.889387,0.365188,0.090909,0.717075,1,0.042668,0.018339,0,0.130785,0.879518,0.472975,0.232366
0.713004,0.179181,0,0.340613,1,0.086562,0.090452,0.000062,0.710765,0,0.344074,0.448985
0.70852,0.68942,1,0.5621,0,0.509564,0.003427,0,0.167505,0.357809,0.64142,0.097433
0.590433,0.532423,0.181818,0.555261,1,0.017656,0.030574,0.000008,0.129527,0.150943,0.200035,0.315701
0.629297,0.491468,0.454545,0.710126,0,0.103482,0.333565,0,0.182596,0.468061,0.216239,0.251481
0.7713,0.477816,0.272727,0.775425,0,0.049044,0.139104,0.000149,0.10664,0.785178,0.200444,0.259267
0.859492,0.150171,0.181818,0.294176,1,1,0.014309,0.104286,0.30835,0.221414,0.601099,0.220591
0.55157,0.795222,0.545455,0.79936,1,0.030897,0.284625,0,0.426559,0.474881,0.384908,0.308872
0.654709,0.803754,0.090909,0.838297,1,0.210397,0.107581,0,0.363682,0.790862,0.184608,0.287023
0.303438,0.832765,0.181818,0.727333,1,0.18563,0.033021,0.000054,0.245473,0.437372,0.480512,0.538734
0.690583,0.711604,0.818182,0.815575,0,0.071359,0.584018,0,0.346076,0.745397,0.215854,0.482108
0.778774,0.75256,0.909091,0.789433,0,0.207945,0.075051,0,0.245473,0.706752,0.400215,0.219168
